timestamp,duration,src_bytes,dst_bytes,src_ip_bytes,dst_ip_bytes,label
2026-06-03 17:19:59.937238,0.047481524605030447,95.15921243548266,53.28060509353626,105.2588410423742,20.903265725051156,Normal
2026-06-03 17:20:00.939239,0.04325943524843759,78.14495152661715,63.01845942384805,55.5545094065595,129.96792018970723,Normal
2026-06-03 17:20:01.939239,0.010604852204605147,23.63724573692308,16.32300137695561,159.65690316615036,70.31736183871988,Normal
2026-06-03 17:20:02.939239,0.014544856948910808,79.54087631390934,12.414953598031722,155.21708601242506,49.09248700135469,Normal
2026-06-03 17:20:03.939239,0.03921404303985128,25.957591680586766,45.76686501881143,265.4161467723696,6.224355304479695,Normal
2026-06-03 17:20:04.939239,0.0085164863093144,8.456707088086336,84.45081281554666,402.3869561383633,108.32524464760579,Normal
2026-06-03 17:20:05.939239,0.00487803838982083,88.9502934465804,39.173571942824516,92.78803218803384,66.35370595491021,Normal
2026-06-03 17:20:06.939239,0.045414188841020615,33.6413976080022,58.964483307504395,162.39796492481383,69.68911483782665,Normal
2026-06-03 17:20:07.939239,0.009232186072311396,126.04600160939262,68.98682127913919,392.7961115540574,119.90686495730495,Normal
2026-06-03 17:20:08.939239,0.04604116491975953,11.504025266749535,17.442474755303923,64.59841503016747,43.594264322277425,Normal
2026-06-03 17:20:09.939239,0.013551984693883684,107.73587618975081,31.751046075729445,151.10296505526873,72.72127514320529,Normal
2026-06-03 17:20:10.939239,0.040064123809799006,9.691583678370208,87.83293735744604,331.41383033187327,26.627901325579103,Normal
2026-06-03 17:20:11.939239,0.04072659012131978,91.89145470019022,64.88163795564788,331.0562172337421,9.921983332368109,Normal
2026-06-03 17:20:12.940237,0.005786848439863553,112.20344536382716,55.47353328765266,169.43957512092226,8.516818938327168,Normal
2026-06-03 17:20:13.940237,0.01624063065198183,94.84880318394833,56.74261495061397,373.60707652551184,63.27679997170121,Normal
2026-06-03 17:20:14.940237,0.03562158440827804,98.90205632019666,49.95367058368517,330.9449550433239,66.16860991282836,Normal
2026-06-03 17:20:15.940237,0.021352681079881045,3.3044864767323743,9.602337002404097,59.534511147031466,85.27899510934657,Normal
